Notes de tall 1a assignació Juny 2024 (11/07/24),Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Codi,Nom del centre d'estudi i població,SiglesUniversitat,PAU /CFGS,Més grans de25 anys,Titulatsuniversitaris,Més grans de45 anys
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21126.0,Comunicació Interactiva (Cerdanyola del Vallès),UAB,7 136,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11100.0,Conservació - Restauració de Béns Culturals (Barcelona),UB,5 000,5 563,7 600,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,61042.0,Conservació de la Natura / Enginyeria Forestal (simultaneïtat) (Lleida),UdL,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11010.0,Criminologia (Barcelona),UB,9 540,5 250,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,91050.0,Criminologia "ESERP" (Barcelona),UVic-UCC,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21068.0,Criminologia (Cerdanyola del Vallès),UAB,9 764,7 063,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,81013.0,Criminologia (Girona),UdG,8 722,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11088.0,Criminologia / Dret (simultaneïtat) (Barcelona),UB,11 550,5 625,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21108.0,Criminologia / Dret (simultaneïtat) (Cerdanyola del Vallès),UAB,10 956,6 000,7 410,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,81056.0,Criminologia / Dret (simultaneïtat) (Girona),UdG,10 056,5 000,8 370,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,41011.0,Criminologia i Polítiques Públiques de Prevenció (Barcelona),UPF,9 356,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,41043.0,Criminologia i Polítiques Públiques de Prevenció / Dret (simultaneïtat)(Barcelona),UPF,11 362,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21107.0,Direcció Hotelera (Cerdanyola del Vallès),UAB,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,81083.0,Direcció d'Empreses Hoteleres i Gastronòmiques (Sant Pol de Mar),UdG,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71085.0,Direcció i Gestió d'Empreses en l'Àmbit Digital "ESIC" (Barcelona),URV,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11110.0,Direcció i Gestió Gastronòmica "Barcelona Culinary Hub" (L'Hospitalet deLlobregat),UB,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11101.0,Disseny (Barcelona),UB,10 842,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,91007.0,Disseny "BAU" (Barcelona),UVic-UCC,8 333,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21015.0,Disseny "Eina" (Barcelona),UAB,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,61064.0,Disseny Digital i Tecnologies Creatives (Lleida),UdL,9 217,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31121.0,Disseny Digital i Tecnologies Multimèdia (Terrassa),UPC,6 082,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31083.0,Disseny i Desenvolupament de Videojocs (docència en Anglès) (CampusBarcelona) (Barcelona / Terrassa),UPC,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,81059.0,Disseny i Desenvolupament de Videojocs (Girona),UdG,7 736,5 000,8 130,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31074.0,Disseny i Desenvolupament de Videojocs (Campus Terrassa) (Barcelona /Terrassa),UPC,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11106.0,Disseny i Desenvolupament de Videojocs i Jocs Aplicats "ENTI" (Barcelona),UB,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,91056.0,Disseny i Innovació "ELISAVA" (Barcelona),UVic-UCC,5 182,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,41045.0,Disseny i Producció de Videojocs "Tecnocampus" (Mataró),UPF,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,41052.0,Disseny i Producció de Videojocs / Enginyeria Informàtica de Gestió i Sistemesd'Informació "Tecnocampus" (simultaneïtat) (Mataró),UPF,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31122.0,Disseny  Animació i Art Digital (Terrassa),UPC,9 360,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11107.0,Disseny  Animació i Art Digital per a Videojocs i Jocs Aplicats "ENTI" (Barcelona),UB,7 328,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11012.0,Dret (Barcelona),UB,9 900,5 000,7 438,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,41013.0,Dret (Barcelona),UPF,11 103,5 000,7 130,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,91053.0,Dret "ESERP" (Barcelona),UVic-UCC,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21086.0,Dret (Cerdanyola del Vallès),UAB,9 746,6 188,6 850,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,81015.0,Dret (Girona),UdG,8 820,5 000,7 190,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,61010.0,Dret (Lleida),UdL,7 766,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71008.0,Dret (Tarragona),URV,8 536,5 125,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11070.0,Dret / Gestió i Administració Pública (simultaneïtat) (Barcelona),UB,10 094,6 250,6 830,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21145.0,Dret / Relacions Internacionals (simultaneïtat) (Cerdanyola del Vallès),UAB,12 886,6 188,6 586,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21109.0,Dret / Relacions Laborals (simultaneïtat) (Cerdanyola del Vallès),UAB,10 250,5 000,6 830,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71083.0,Dret / Relacions Laborals i Recursos Humans (simultaneïtat) (Tarragona),URV,8 745,5 000,6 330,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11103.0,Economia (Barcelona),UB,9 238,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,41014.0,Economia (Barcelona),UPF,10 722,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21070.0,Economia (Cerdanyola del Vallès),UAB,9 150,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21110.0,Economia (docència en Anglès) (Cerdanyola del Vallès),UAB,9 527,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,81016.0,Economia (Girona),UdG,8 686,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71009.0,Economia (Reus),URV,7 588,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,91914.0,Economia / Estadística (simultaneïtat) (Barcelona),UB / UPC,11 398,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,81069.0,Economia / Filosofia (simultaneïtat) (Girona),UdG,7 942,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11013.0,Educació Infantil (Barcelona),UB,9 064,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21016.0,Educació Infantil (Cerdanyola del Vallès),UAB,9 216,5 000,6 620,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71034.0,Educació Infantil (el Vendrell),URV,7 553,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,81017.0,Educació Infantil (Girona),UdG,8 320,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,61011.0,Educació Infantil (Lleida),UdL,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,91038.0,Educació Infantil (Campus Manresa) (Manresa),UVic-UCC,5 000,5 000,5 000,7 333
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71010.0,Educació Infantil (Tarragona),URV,7 206,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71029.0,Educació Infantil (Tortosa),URV,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,91008.0,Educació Infantil (Vic),UVic-UCC,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11072.0,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat) (Barcelona),UB,11 343,6 250,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21111.0,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat) (Cerdanyola del Vallès),UAB,11 260,5 000,6 800,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,81049.0,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat) (Girona),UdG,9 434,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,61037.0,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat) (Lleida),UdL,9 278,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71050.0,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat) (Tarragona),URV,7 994,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71076.0,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (simultaneïtat) (Tortosa),URV,7 104,5 000,6 540,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,91030.0,Educació Infantil / Educació Primària (pla de millora de la formació inicial deMestre - 5 anys) (menció en Llengua Anglesa) (simultaneïtat) (Vic),UVic-UCC,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11014.0,Educació Primària (Barcelona),UB,9 442,5 000,7 130,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21018.0,Educació Primària (Cerdanyola del Vallès),UAB,10 157,5 000,6 030,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21102.0,Educació Primària (docència en Anglès) (Cerdanyola del Vallès),UAB,8 610,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,81018.0,Educació Primària (Girona),UdG,9 178,5 000,7 600,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,61072.0,Educació Primària (modalitat Bilingüe) (Lleida),UdL,7 448,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,61073.0,Educació Primària (modalitat dual) (Lleida),UdL,8 416,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71011.0,Educació Primària (Tarragona),URV,9 040,5 000,6 999,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71033.0,Educació Primària (Tortosa),URV,7 128,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,91009.0,Educació Primària (Vic),UVic-UCC,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11015.0,Educació Social (Barcelona),UB,8 674,5 000,5 000,5 500
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21019.0,Educació Social (Cerdanyola del Vallès),UAB,9 492,5 125,6 450,5 833
N/A,N/A,N/A,N/A,N/A,N/A,N/A,81019.0,Educació Social (Girona),UdG,7 718,5 000,5 000,7 667
N/A,N/A,N/A,N/A,N/A,N/A,N/A,61013.0,Educació Social (Lleida),UdL,7 788,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71012.0,Educació Social (Tarragona),URV,8 104,5 000,7 300,5 667
N/A,N/A,N/A,N/A,N/A,N/A,N/A,91010.0,Educació Social (Vic),UVic-UCC,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21087.0,Empresa i Tecnologia (Sabadell),UAB,9 600,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31126.0,Empresa  Innovació i Tecnologia "EUNCET" (Campus 22@) (presencial)(Barcelona),UPC,5 758,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31125.0,Empresa  Innovació i Tecnologia "EUNCET" (Campus 22@) (semipresencial)(Barcelona),UPC,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31128.0,Empresa  Innovació i Tecnologia "EUNCET" (Campus Terrassa) (presencial)(Terrassa),UPC,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31127.0,Empresa  Innovació i Tecnologia "EUNCET" (Campus Terrassa) (semipresencial)(Terrassa),UPC,5 000,5 000,5 000,5 333
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31129.0,Empresa  Innovació i Tecnologia / Màrqueting  Innovació i Tecnologia "EUNCET"(Campus 22@) (presencial) (simultaneïtat) (Barcelona),UPC,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31130.0,Empresa  Innovació i Tecnologia / Màrqueting  Innovació i Tecnologia "EUNCET"(Campus Terrassa) (presencial) (simultaneïtat) (Terrassa),UPC,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11073.0,Empresa Internacional (docència en Anglès) (Barcelona),UB,11 683,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,61006.0,Enginyeria Agrària i Alimentària (Lleida),UdL,6 210,5 000,5 950,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,81032.0,Enginyeria Agroalimentària (Girona),UdG,6 768,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31004.0,Enginyeria Alimentària (Castelldefels),UPC,7 232,5 000,5 000,6 667
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31100.0,Enginyeria Ambiental (Castelldefels / Barcelona),UPC,7 425,5 000,6 400,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11059.0,Enginyeria Biomèdica (Barcelona),UB,12 500,5 000,8 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,41033.0,Enginyeria Biomèdica (Barcelona),UPF,12 286,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31051.0,Enginyeria Biomèdica (Barcelona / Sant Adrià de Besòs),UPC,11 838,5 000,8 172,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,81063.0,Enginyeria Biomèdica (Girona),UdG,10 708,5 000,8 160,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71064.0,Enginyeria Biomèdica (Tarragona),URV,10 686,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71070.0,Enginyeria Biomèdica / Enginyeria de Sistemes i Serveis de Telecomunicacions(simultaneïtat) (Tarragona),URV,11 836,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31103.0,Enginyeria Civil (Barcelona),UPC,8 528,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31113.0,Enginyeria Civil  Grau en + Màster universitari en Enginyeria de Camins  Canals iPorts (PARS: Enginyer/a de Camins  Canals i Ports) (Barcelona),UPC,10 978,5 000,7 270,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21132.0,Enginyeria d'Automoció "EU Salesiana de Sarrià" (Barcelona),UAB,7 030,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31091.0,Enginyeria d'Automoció (Campus Manresa) (Manresa / Barcelona),UPC,10 260,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71061.0,Enginyeria de Bioprocessos Alimentaris (Tarragona),URV,5 802,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31097.0,Enginyeria de Ciències Agronòmiques (Castelldefels),UPC,6 114,5 000,7 150,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21118.0,Enginyeria de Dades (Cerdanyola del Vallès),UAB,9 882,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,91057.0,Enginyeria de Disseny Industrial "ELISAVA" (Barcelona),UVic-UCC,5 000,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31022.0,Enginyeria de Disseny Industrial i Desenvolupament del Producte (Terrassa),UPC,10 962,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31006.0,Enginyeria de Disseny Industrial i Desenvolupament del Producte (Vilanova i laGeltrú),UPC,8 105,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,91051.0,Enginyeria de l'Automoció (Granollers),UVic-UCC,6 638,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31052.0,Enginyeria de l'Energia (Barcelona / Sant Adrià de Besòs),UPC,8 398,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,61061.0,Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial iAutomàtica / Enginyeria Mecànica (agrupació) (Lleida),UdL,6 707,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,61075.0,Enginyeria de l'Energia i Sostenibilitat / Enginyeria en Electrònica Industrial iAutomàtica / Enginyeria Mecànica (agrupació) Grau en + Màster Universitari enEnginyeria Industrial (PARS: Enginyer/a Industrial) (Lleida),UdL,8 620,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,61065.0,Enginyeria de l'Energia i Sostenibilitat / Enginyeria Mecànica (simultaneïtat)(Lleida),UdL,10 944,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,11060.0,Enginyeria de Materials (Barcelona),UB,7 792,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31025.0,Enginyeria de Materials (Barcelona / Sant Adrià de Besòs),UPC,8 140,5 000,8 100,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31123.0,Enginyeria de Satèl·lits (Castelldefels),UPC,10 830,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31084.0,Enginyeria de Sistemes Aeroespacials (Castelldefels),UPC,11 212,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31085.0,Enginyeria de Sistemes Aeroespacials / Enginyeria de Sistemes deTelecomunicació - Enginyeria Telemàtica (agrupació de simultaneïtat)(Castelldefels),UPC,11 400,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31010.0,Enginyeria de Sistemes Audiovisuals (Terrassa),UPC,6 494,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31011.0,Enginyeria de Sistemes Biològics (Castelldefels),UPC,8 772,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21115.0,Enginyeria de Sistemes de Telecomunicació / Enginyeria Electrònica deTelecomunicació (agrupació) (Cerdanyola del Vallès),UAB,7 458,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,21105.0,Enginyeria de Sistemes de Telecomunicació / Enginyeria Informàtica(simultaneïtat) (Cerdanyola del Vallès),UAB,9 498,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31076.0,Enginyeria de Sistemes de Telecomunicació / Enginyeria Telemàtica (inclouxarxes i Internet) (agrupació) (Castelldefels),UPC,7 667,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31077.0,Enginyeria de Sistemes de Telecomunicació / Enginyeria Telemàtica (inclouxarxes i Internet) (febrer) (agrupació) (Castelldefels),UPC,6 486,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,71042.0,Enginyeria de Sistemes i Serveis de Telecomunicacions (Tarragona),URV,7 400,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31065.0,Enginyeria de Sistemes TIC (àmbit d'Informàtica i Comunicacions) (Manresa),UPC,7 330,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31015.0,Enginyeria de Tecnologia i Disseny Tèxtil / Enginyeria Elèctrica / EnginyeriaElectrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria Química(agrupació) (Terrassa),UPC,8 146,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31086.0,Enginyeria de Tecnologies i Serveis de Telecomunicació (Barcelona),UPC,7 754,5 000,5 000,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,31111.0,Enginyeria de Tecnologies i Serveis de Telecomunicació  Grau en + MàsterUniversitari en Enginyeria de Telecomunicació (PARS: Enginyer/a deTelecomunicació) (Barcelona),UPC,10 214,5 000,5 960,5 000
N/A,N/A,N/A,N/A,N/A,N/A,N/A,41020.0,Enginyeria de Xarxes de Telecomunicació (Barcelona),UPF,8 244,5 000,5 000,5 000
