Codi,Nom del centre d'estudi i població,Universitat,PAU / CFGS,Més grans de 25 anys,Titulats universitaris,Més grans de 45 anys
11025,Filologia Catalana (Barcelona),UB,5 000,5 000,5 000,5 000
81070,Filologia Catalana (Girona),UdG,5 000,5 000,5 000,5 000
21134,Filologia Catalana: Estudis de Literatura i Lingüística (Cerdanyola del Vallès),UAB,5 000,5 000,5 000,5 000
61055,Filologia Catalana i Estudis Occitans (Lleida),UdL,5 000,5 000,5 000,5 000
81080,Filologia Catalana / Filologia Hispànica (simultaneïtat) (Girona),UdG,5 000,5 000,5 000,5 000
61058,Filologia Catalana i Estudis Occitans / Llengües Aplicades i Traducció (simultaneïtat) (Lleida),UdL,5 000,5 000,5 000,5 000
11026,Filologia Clàssica (Barcelona),UB,5 000,5 000,5 000,5 000
11027,Filologia Hispànica (Barcelona),UB,5 000,5 000,5 000,6 333
81071,Filologia Hispànica (Girona),UdG,5 000,5 000,5 000,5 000
61079,Filologia Hispànica (Lleida),UdL,5 000,5 000,5 000,5 000
61080,Filologia Hispànica / Llengües Aplicades i Traducció (simultaneïtat) (Lleida),UdL,5 000,5 000,5 000,5 000
11061,Filosofia (Barcelona),UB,5 000,5 000,6 940,7 500
21032,Filosofia (Cerdanyola del Vallès),UAB,5 000,5 000,5 000,5 000
81072,Filosofia (Girona),UdG,5 000,5 000,5 000,5 000
41042,Filosofia Política i Economia (Cerdanyola del Vallès / Barcelona),UPF / UAB,12 260,5 000,9 700,5 000
71014,Finances i Comptabilitat (Reus),URV,6 196,5 000,5 000,5 000
11030,Física (Barcelona),UB,11 716,5 000,7 000,5 000
21001,Física (Cerdanyola del Vallès),UAB,11 770,5 000,6 530,5 000
11020,Física / Matemàtiques (simultaneïtat) (Barcelona),UB,13 192,5 500,8 380,5 000
21005,Física / Matemàtiques (simultaneïtat) (Cerdanyola del Vallès),UAB,13 438,7 938,6 950,5 000
21100,Física / Química (simultaneïtat) (Cerdanyola del Vallès),UAB,11 620,5 000,6 350,5 000
21095,Fisioteràpia (Cerdanyola del Vallès),UAB,10 620,7 000,8 220,7 000
61019,Fisioteràpia (Lleida),UdL,10 117,6 438,8 940,5 000
41055,Fisioteràpia "Tecnocampus" (Mataró),UPF,8 240,5 000,7 473,5 000
91041,Fisioteràpia (Campus Manresa) (Manresa),UVic-UCC,7 631,5 000,7 480,5 000
71043,Fisioteràpia (Reus),URV,9 425,5 594,8 277,5 333
91918,Fisioteràpia (docència en Anglès) (només per a estudiants espanyols o estrangers amb residència) (L'Hospitalet de Llobregat),UdG / UB,6 516,5 000,8 680,5 000
91919,Fisioteràpia (docència en Anglès) (només per a estudiants sense nacionalitat espanyola ni residència a l'Estat Espanyol) (L'Hospitalet de Llobregat),UdG / UB,7 445,5 000,5 000,5 000
81087,Fisioteràpia "EUSES" (Salt),UdG,7 787,5 000,7 351,5 000
21033,Fisioteràpia "Gimbernat" (Sant Cugat del Vallès),UAB,6 750,5 000,5 000,5 000
71048,Fisioteràpia (Tortosa),URV,7 089,5 000,5 000,5 000
91012,Fisioteràpia (Vic),UVic-UCC,7 689,5 000,7 359,5 000
61044,Fisioteràpia / Infermeria (simultaneïtat) (Lleida),UdL,11 797,5 000,8 158,5 000
61057,Fisioteràpia / Nutrició Humana i Dietètica (simultaneïtat) (Igualada),UdL,10 480,6 813,7 730,5 000
21035,Genètica (Cerdanyola del Vallès),UAB,11 740,5 000,6 210,6 833
61026,Geografia (Lleida),UdL,5 000,5 000,5 000,5 000
11108,Geografia i Canvi Global (Barcelona),UB,5 146,5 125,5 000,5 000
71015,Geografia Anàlisi Territorial i Sostenibilitat (Vila-Seca),URV,5 000,5 000,5 000,5 000
21124,Geografia Medi Ambient i Planificació Territorial (Cerdanyola del Vallès),UAB,5 480,5 000,5 000,6 500
81073,Geografia Territori i Medi Ambient (Girona),UdG,5 000,5 000,5 000,5 000
11032,Geologia (Barcelona),UB,5 000,6 063,5 000,5 000
21037,Geologia (Cerdanyola del Vallès),UAB,6 553,5 000,5 000,5 000
21038,Gestió Aeronàutica (Sabadell),UAB,8 124,5 000,5 000,5 000
21149,Gestió de Ciutats Intel·ligents i Sostenibles (Cerdanyola del Vallès),UAB,6 798,5 000,5 000,5 000
11091,Gestió d'Informació i Documentació Digital (Barcelona),UB,6 760,5 000,8 350,5 000
91060,Gestió de la Societat Digital (Campus Manresa) (Manresa),UVic-UCC,5 000,5 000,5 000,5 000
71068,Gestió en Turisme i Hoteleria (Vila-Seca),URV,5 000,5 000,5 000,5 000
11052,Gestió i Administració Pública (Barcelona),UB,7 600,5 000,7 130,5 000
41064,Grau Obert Programa de (agrupació) (Barcelona),UPF,10 686,5 000,7 440,5 000
11035,Història (Barcelona),UB,5 000,5 000,5 000,5 500
21040,Història (Cerdanyola del Vallès),UAB,5 000,5 000,5 000,5 000
81074,Història (Girona),UdG,5 000,5 313,5 000,5 000
61028,Història (Lleida),UdL,5 000,5 000,5 000,6 000
71077,Història (Tarragona),URV,5 178,5 000,5 000,6 167
11104,Història / Història de l'Art (simultaneïtat) (Barcelona),UB,8 812,6 000,5 000,5 667
81078,Història / Història de l'Art (simultaneïtat) (Girona),UdG,7 952,5 000,5 000,5 000
11034,Història de l'Art (Barcelona),UB,5 000,5 000,5 000,5 000
21039,Història de l'Art (Cerdanyola del Vallès),UAB,5 000,5 000,5 000,5 667
81075,Història de l'Art (Girona),UdG,5 000,5 000,5 000,5 000
71078,Història de l'Art i Arqueologia (Tarragona),URV,5 000,6 500,5 000,5 500
61081,Història de l'Art i Gestió del Patrimoni Artístic (Lleida),UdL,5 000,5 000,5 000,5 000
21138,Història Política i Economia Contemporànies (Cerdanyola del Vallès),UAB,8 873,5 000,5 000,5 000
41003,Humanitats (Barcelona),UPF,5 000,5 000,5 000,5 000
21101,Humanitats (Cerdanyola del Vallès),UAB,5 000,5 000,5 000,5 000
11081,Infermeria (Campus Clínic) (Barcelona),UB,11 976,7 219,8 400,6 833
21043,Infermeria "Sant Pau" (Barcelona),UAB,10 248,5 938,7 740,5 000
41021,Infermeria "Escola Superior d'Infermeria del Mar" (Barcelona),UPF,9 580,5 750,7 100,5 167
21044,Infermeria (Cerdanyola del Vallès),UAB,10 982,6 125,7 980,6 333
71032,Infermeria (el Vendrell),URV,10 754,5 907,8 100,5 833
81066,Infermeria (Girona),UdG,10 550,6 125,7 790,6 167
61046,Infermeria (Igualada),UdL,10 426,5 250,8 010,8 500
11037,Infermeria (Campus Bellvitge) (L'Hospitalet de Llobregat),UB,11 068,6 719,8 070,5 000
61029,Infermeria (Lleida),UdL,11 146,5 063,8 170,5 000
91043,Infermeria (Campus Manresa) (Manresa),UVic-UCC,8 028,5 563,6 370,5 000
41031,Infermeria "Tecnocampus" (Mataró),UPF,8 680,5 875,6 860,5 000
11036,Infermeria "Sant Joan de Déu" (Esplugues de Llobregat),UB,9 150,5 875,7 510,5 000
21042,Infermeria "Gimbernat" (Sant Cugat del Vallès),UAB,7 847,5 063,6 870,5 000
71016,Infermeria (Tarragona),URV,11 278,6 563,8 560,5 833
21041,Infermeria EUIT de Terrassa (Terrassa),UAB,8 232,5 375,7 180,5 000
71028,Infermeria (Tortosa),URV,10 957,5 375,8 020,5 333
91013,Infermeria (Vic),UVic-UCC,7 930,5 020,6 900,5 000
71084,Infermeria (Vilafranca del Penedès / el Vendrell),URV,10 481,5 938,7 990,6 167
21046,Informàtica i Serveis (Sant Cugat del Vallès),UAB,5 000,5 000,5 000,5 000
81058,Innovació i Seguretat Alimentària (Girona),UdG,5 000,5 000,5 000,5 000
31106,Intel·ligència Artificial (Barcelona),UPC,11 786,5 000,7 730,5 000
21139,Intel·ligència Artificial / Artificial Intelligence (docència en Anglès) (Cerdanyola del Vallès),UAB,10 510,5 000,5 000,5 000
10120,Investigació Privada (títol propi no oficial) (Barcelona),UB,5 000,5 000,5 000,5 000
11039,Lingüística (Barcelona),UB,5 000,5 000,5 000,5 000
71072,Llengua i Literatura Catalanes (Tarragona),URV,5 000,5 000,5 000,7 000
21136,Llengua i Literatura Espanyoles (Cerdanyola del Vallès),UAB,5 000,5 000,5 000,5 000
71073,Llengua i Literatura Hispàniques (Tarragona),URV,5 000,5 000,5 000,5 000
41023,Llengües Aplicades (Barcelona),UPF,5 000,5 000,5 000,5 000
41054,Llengües Aplicades / Traducció i Interpretació -Anglès- (simultaneïtat) (Barcelona),UPF,11 730,9 438,5 000,5 000
11040,Llengües i Literatures Modernes (Barcelona),UB,5 000,5 000,5 000,5 000
11082,Llengües Romàniques i les seves Literatures (Barcelona),UB,5 000,5 000,5 000,5 000
81064,Logística Empresarial "Mediterrani" (Barcelona),UdG,5 000,5 000,5 000,5 000
41048,Logística i Negocis Marítims "Tecnocampus" (Mataró),UPF,6 240,5 000,5 000,5 000
21048,Logopèdia (Cerdanyola del Vallès),UAB,8 918,5 000,7 525,5 000
71062,Màrqueting "ESIC" (Barcelona),URV,5 000,5 000,5 000,5 000
71074,Màrqueting "ESIC" (docència en Anglès) (Barcelona),URV,5 000,5 000,5 000,5 000
81051,Màrqueting "Mediterrani" (Barcelona),UdG,5 000,5 000,5 000,5 000
61078,Màrqueting i Comunicació Digital "Centre Universitari EAE" (Barcelona),UdL,5 000,5 000,5 000,5 000
91032,Màrqueting i Comunicació Empresarial (Vic),UVic-UCC,5 000,5 000,5 000,5 000
41039,Màrqueting i Comunitats Digitals "Tecnocampus" (Mataró),UPF,6 204,5 000,5 000,5 000
41062,Màrqueting i Comunitats Digitals / Turisme i Gestió del Lleure "Tecnocampus" (simultaneïtat) (Mataró),UPF,5 000,5 000,5 000,5 000
31132,Màrqueting Innovació i Tecnologia "EUNCET" (Campus 22@) (presencial) (Barcelona),UPC,6 570,5 000,5 000,5 000
31131,Màrqueting Innovació i Tecnologia "EUNCET" (Campus 22@) (semipresencial) (Barcelona),UPC,5 000,5 000,5 000,5 000
31134,Màrqueting Innovació i Tecnologia "EUNCET" (Campus Terrassa) (presencial) (Terrassa),UPC,5 000,5 000,5 000,5 000
31133,Màrqueting Innovació i Tecnologia "EUNCET" (Campus Terrassa) (semipresencial) (Terrassa),UPC,5 000,5 000,5 000,5 000
21122,Matemàtica Computacional i Analítica de Dades (Cerdanyola del Vallès),UAB,11 666,5 000,7 730,5 000
11041,Matemàtiques (Barcelona),UB,12 472,7 563,8 410,5 000
31040,Matemàtiques (Barcelona),UPC,12 816,5 000,7 440,5 000
21003,Matemàtiques (Cerdanyola del Vallès),UAB,12 104,5 000,5 000,5 000
11043,Medicina (Campus Clínic) (Barcelona),UB,12 946,6 657,9 570,5 000
41058,Medicina (Barcelona),UPF,12 840,6 313,9 690,5 000
21079,Medicina (Cerdanyola del Vallès),UAB,12 586,5 688,9 320,5 000
81001,Medicina (Girona),UdG,12 553,5 563,9 320,5 000
11083,Medicina (Campus Bellvitge) (L'Hospitalet de Llobregat),UB,12 760,6 563,9 460,5 000
61030,Medicina (Lleida),UdL,12 558,5 313,9 310,5 000
71019,Medicina (Reus),URV,12 696,5 813,9 790,5 000
91054,Medicina (Vic),UVic-UCC,11 984,5 000,9 140,5 000
21050,Microbiologia (Cerdanyola del Vallès),UAB,11 018,5 000,6 800,5 000
41049,Mitjans Audiovisuals "Tecnocampus" (Mataró),UPF,5 000,5 000,5 000,5 000
81079,Moda "ERAM" (Girona / Salt),UdG,5 508,5 000,5 000,5 000
91029,Multimèdia. Aplicacions i Videojocs (Vic),UVic-UCC,5 000,5 000,5 000,5 000
21051,Musicologia (Cerdanyola del Vallès),UAB,7 660,5 000,5 000,6 500
21150,Nanociència i Nanotecnologia (Cerdanyola del Vallès),UAB,10 648,5 000,5 000,5 000
31045,Nàutica i Transport Marítim (Barcelona),UPC,7 909,7 063,8 050,5 000
11102,Negoci Digital i Innovació en Turisme "CETT" (Barcelona),UB,5 000,5 000,5 000,5 000
11112,Negoci Digital i Innovació en Turisme / Turisme "CETT" (simultaneïtat) (Barcelona),UB,5 000,5 000,5 000,5 000
41024,Negocis i Màrqueting Internacionals - Bachelor in International Business and Marketing "ESCI" (Barcelona),UPF,8 704,5 000,5 000,5 000
41063,Negocis i Màrqueting Internacionals - Bachelor in International Business and Marketing "ESCI" (docència en anglès) (Barcelona),UPF,9 466,5 000,5 000,5 000
61031,Nutrició Humana i Dietètica (Lleida),UdL,7 633,5 000,5 000,5 000
41061,Nutrició Humana i Dietètica "Tecnocampus" (Mataró),UPF,5 000,5 000,5 000,5 000
71044,Nutrició Humana i Dietètica (Reus),URV,7 308,5 000,6 980,5 000
81081,Nutrició Humana i Dietètica "EUSES" (Salt),UdG,5 000,5 000,5 830,5 000
11062,Nutrició Humana i Dietètica (Santa Coloma de Gramenet),UB,10 184,5 563,8 300,5 000
91021,Nutrició Humana i Dietètica (Vic),UVic-UCC,5 000,5 000,5 000,5 000
11044,Odontologia (L'Hospitalet de Llobregat),UB,12 496,7 250,9 010,5 000
91061,Odontologia (Campus Medicina Vic) (Manresa / Vic),UVic-UCC,11 250,5 000,8 512,5 000
31105,Òptica i Optometria (Terrassa),UPC,7 787,5 000,5 000,5 000
31098,Paisatgisme (Barcelona / Castelldefels),UPC,7 334,5 000,7 020,5 000
11045,Pedagogia (Barcelona),UB,8 160,5 000,5 000,5 000
21052,Pedagogia (Cerdanyola del Vallès),UAB,8 942,5 000,5 000,5 000
81043,Pedagogia (Girona),UdG,8 138,5 000,5 000,6 167
71020,Pedagogia (Tarragona),URV,8 062,5 000,7 600,5 000
41025,Periodisme (Barcelona),UPF,10 866,5 000,5 000,5 000
21096,Periodisme (Cerdanyola del Vallès),UAB,9 718,5 000,5 000,5 000
71021,Periodisme (Tarragona),URV,8 822,5 000,5 000,5 000
91014,Periodisme (Vic),UVic-UCC,5 000,5 000,5 000,5 000
71045,Pilot d'Aviació Comercial i Operacions Aèries (Reus),URV,5 721,5 000,5 000,5 000
11046,Podologia (L'Hospitalet de Llobregat),UB,8 513,5 344,8 280,8 000
91045,Podologia (Campus Manresa) (Manresa),UVic-UCC,5 000,5 000,5 000,5 000
21054,Prevenció i Seguretat Integral (Cerdanyola del Vallès),UAB,5 000,5 000,5 000,5 000
21113,Prevenció i Seguretat Integral (en xarxa) (Cerdanyola del Vallès),UAB,5 000,5 000,5 000,5 000
11111,Producció de Música i So per a la Indústria de l'Entreteniment "ENTI" (Barcelona),UB,5 142,5 000,5 000,5 000
11047,Psicologia (Barcelona),UB,10 064,5 938,7 990,6 000
21081,Psicologia (Cerdanyola del Vallès),UAB,9 887,5 250,7 400,6 333
81033,Psicologia (Girona),UdG,9 785,5 000,7 370,7 667
61020,Psicologia (Lleida),UdL,9 770,5 000,7 200,6 833
71022,Psicologia (Tarragona),URV,9 576,5 563,7 300,7 500
91022,Psicologia (Vic),UVic-UCC,7 979,5 000,5 000,5 000
41004,Publicitat i Relacions Públiques (Barcelona),UPF,11 848,5 000,5 000,5 000
21097,Publicitat i Relacions Públiques (Cerdanyola del Vallès),UAB,11 129,5 000,5 000,5 000
81002,Publicitat i Relacions Públiques (Girona),UdG,9 916,5 000,5 000,5 000
71023,Publicitat i Relacions Públiques (Tarragona),URV,10 166,5 000,8 030,5 000
91015,Publicitat i Relacions Públiques (Vic),UVic-UCC,5 000,5 000,5 000,5 000
11093,Publicitat Relacions Públiques i Màrqueting "ESRP" (Barcelona),UB,8 717,5 000,5 000,5 000
11049,Química (Barcelona),UB,9 673,5 000,5 000,5 000
21082,Química (Cerdanyola del Vallès),UAB,9 396,5 000,5 000,5 000
81034,Química (Girona),UdG,8 326,5 000,5 000,5 000
71024,Química (Tarragona),URV,8 722,5 000,5 000,5 000
71066,Química (docència en Anglès) (Tarragona),URV,7 859,5 000,5 000,5 000
21123,Relacions Internacionals (Cerdanyola del Vallès),UAB,11 592,6 875,6 770,5 000
11050,Relacions Laborals (Barcelona),UB,8 004,5 000,5 000,5 000
41026,Relacions Laborals (Barcelona),UPF,7 526,5 000,5 000,5 000
21055,Relacions Laborals (Cerdanyola del Vallès),UAB,8 076,5 000,5 000,5 000
61033,Relacions Laborals i Recursos Humans (Lleida),UdL,5 000,5 000,5 000,5 833
71082,Relacions Laborals i Recursos Humans (Tarragona),URV,7 322,5 000,5 000,5 000
11076,Seguretat (Mollet del Vallès),UB,9 080,6 250,5 000,6 167
11063,Sociologia (Barcelona),UB,7 156,5 000,5 000,5 000
21056,Sociologia (Cerdanyola del Vallès),UAB,6 934,5 000,5 000,5 000
91915,Tecnologies Industrials amb Anàlisi Econòmica Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial amb Anàlisi Econòmica) (docència en Anglès) (Barcelona),UPC / UPF,12 250,5 000,5 000,5 000
31038,Tecnologies Marines (Barcelona),UPC,6 936,5 000,6 820,5 000
21057,Teràpia Ocupacional EUIT de Terrassa (Terrassa),UAB,5 000,5 000,5 000,5 000
91016,Teràpia Ocupacional (presencial / semipresencial) (Vic),UVic-UCC,5 000,5 000,5 000,6 000
21058,Traducció i Interpretació -Alemany- (Cerdanyola del Vallès),UAB,5 000,5 375,5 000,5 000
41040,Traducció i Interpretació -Alemany / Francès / Llengua de Signes Catalana- (Barcelona),UPF,5 000,5 000,5 000,5 000
41006,Traducció i Interpretació -Anglès- (Barcelona),UPF,5 000,5 000,5 000,5 000
21064,Traducció i Interpretació -Anglès- (Cerdanyola del Vallès),UAB,6 242,5 000,5 000,5 000
21065,Traducció i Interpretació -Francès- (Cerdanyola del Vallès),UAB,5 000,6 813,5 000,5 000
11051,Treball Social (Barcelona),UB,7 787,5 000,7 380,5 000
81044,Treball Social (Girona),UdG,7 362,5 000,5 000,7 333
61034,Treball Social (Lleida),UdL,6 776,5 000,5 000,5 000
71026,Treball Social (Tarragona),URV,6 776,5 000,5 000,7 500
11011,Turisme "CETT" (Barcelona),UB,5 000,5 000,5 000,5 000
11086,Turisme "CETT" (docència en Anglès) (Barcelona),UB,5 000,5 000,5 000,5 000
81036,Turisme "Euroaula" (Barcelona),UdG,5 000,5 000,5 000,5 000
81038,Turisme "Mediterrani" (Barcelona),UdG,5 000,5 000,5 000,5 000
21059,Turisme (Cerdanyola del Vallès),UAB,5 000,5 000,5 000,5 000
21114,Turisme (docència en Anglès) (Cerdanyola del Vallès),UAB,5 000,5 000,5 000,5 000
81039,Turisme (Girona),UdG,5 000,5 000,5 000,5 000
61021,Turisme (Lleida),UdL,5 000,5 000,5 000,5 000
81076,Turisme / Geografia Territori i Medi Ambient (simultaneïtat) (Girona),UdG,5 000,5 000,5 000,5 000
81062,Turisme / Màrqueting "Mediterrani" (simultaneïtat) (Barcelona),UdG,5 000,5 000,5 000,5 000
81077,Turisme / Publicitat i Relacions Públiques (simultaneïtat) (Girona),UdG,9 660,5 000,5 000,5 000
21083,Veterinària (Cerdanyola del Vallès),UAB,11 930,7 563,8 640,5 000