Codi,Nom del centre destudi,Universitat,Branca,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
21126,Comunicació Interactiva,UAB,CSJ,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,2,2,0,2,2,0,0,0
11067,Comunicació i Indústries Culturals,UB,CSJ,1,1,0,0,0,0,2,0,2,2,0,0,0,2,2,2,2,2,0,0,0,0,0,2,0,0,2
61009,Comunicació i Periodisme Audiovisuals,UdL,AH,1,1,0,1,2,0,2,0,2,0,2,0,0,2,2,2,2,2,0,0,0,0,0,2,0,0,2
61042,Conservació de la Natura / Enginyeria Forestal (Simultaneïtat),UdL,C,0,0,2,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
11100,Conservació - Restauració de Béns Culturals,UB,AH,0,0,0,0,2,2,2,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0
11010,Criminologia,UB,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0
21068,Criminologia,UAB,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0
81013,Criminologia,UdG,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0
91050,Criminologia "ESERP",UVic-UCC,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0
11088,Criminologia / Dret (Simultaneïtat),UB,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
21108,Criminologia / Dret (Simultaneïtat),UAB,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
81056,Criminologia / Dret (Simultaneïtat),UdG,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
41011,Criminologia i Polítiques Públiques de Prevenció,UPF,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0
41043,Criminologia i Polítiques Públiques de Prevenció / Dret (Simultaneïtat),UPF,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
81083,Direcció d'Empreses Hoteleres i Gastronòmiques,UdG,CSJ,0,0,1,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0
21107,Direcció Hotelera,UAB,CSJ,0,0,1,0,0,0,0,1,1,2,2,0,0,0,1,1,0,0,0,2,2,1,0,1,0,0,0
71085,Direcció i Gestió d'Empreses en l'Àmbit Digital "ESIC",URV,CSJ,0,0,2,0,0,0,2,0,2,2,2,0,0,0,2,0,0,0,0,2,2,0,2,0,0,2,0
11110,Direcció i Gestió Gastronòmica "Barcelona Culinary Hub",UB,CSJ,0,0,2,1,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0
11101,Disseny,UB,AH,0,0,0,0,2,2,2,2,2,1,0,0,0,0,2,2,0,0,0,1,1,0,1,2,0,0,0
21015,Disseny "EINA",UAB,AH,0,0,0,0,2,2,2,2,2,1,0,0,0,0,2,2,0,0,0,1,1,0,1,2,0,0,0
91056,Disseny i Innovació "Elisava",UVic-UCC,AH,0,0,0,0,2,2,2,2,2,1,0,0,0,0,2,2,0,0,0,1,1,0,1,2,0,0,0
91007,Disseny "BAU",UVic-UCC,AH,0,0,0,0,2,2,2,2,2,1,0,0,0,0,2,2,0,0,0,1,1,0,1,2,0,0,0
11107,Disseny Animació i Art Digital per a Videojocs i Jocs Aplicats "ENTI",UB,AH,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
31122,Disseny Animació i Art Digital,UPC,AH,0,0,0,0,2,2,2,2,2,1,0,0,0,0,2,2,0,0,0,1,1,0,1,2,0,0,0
31121,Disseny Digital i Tecnologies Multimèdia,UPC,EA,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,2,0,0,0,2,2,0,1,2,1,0,0
61064,Disseny Digital i Tecnologies Creatives,UdL,EA,0,0,0,2,2,2,2,2,2,1,0,0,0,0,2,2,0,0,0,2,2,0,2,2,0,0,0
41045,Disseny i Producció de Videojocs "Tecnocampus",UPF,CSJ,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,2,0,0,0,1,1,0,1,2,0,0,0
41052,Disseny i Producció de Videojocs / Enginyeria Informàtica de Gestió i Sistemes d'Informació "Tecnocampus" (Simultaneïtat),UPF,CSJ,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,2,0,0,0,2,1,1,2,2,2,0,0
11106,Disseny i Desenvolupament de Videojocs i Jocs Aplicats "ENTI",UB,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0
31074,Disseny i Desenvolupament de Videojocs (Campus Terrassa),UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0
31083,Disseny i Desenvolupament de Videojocs (Docència en Anglès) (Campus Barcelona),UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0
81059,Disseny i Desenvolupament de Videojocs,UdG,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0
11012,Dret,UB,CSJ,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
21086,Dret,UAB,CSJ,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
41013,Dret,UPF,CSJ,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
61010,Dret,UdL,CSJ,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
81015,Dret,UdG,CSJ,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
71008,Dret,URV,CSJ,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
91053,Dret "ESERP",UVic-UCC,CSJ,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
11064,Dret / Administració i Direcció d'Empreses (Simultaneïtat),UB,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,1,2,0,0,0,0,2,2,2,0,0,0,2,0
21098,Dret / Administració i Direcció d'Empreses (Simultaneïtat),UAB,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,1,2,0,0,0,0,2,2,2,0,0,0,2,0
61035,Dret / Administració i Direcció d'Empreses (Simultaneïtat),UdL,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,1,2,0,0,0,0,2,2,2,0,0,0,2,0
81053,Dret / Administració i Direcció d'Empreses (Simultaneïtat),UdG,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,1,2,0,0,0,0,2,2,2,0,0,0,2,0
71055,Dret / Administració i Direcció d'Empreses (Simultaneïtat),URV,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,1,2,0,0,0,0,2,2,2,0,0,0,2,0
41034,Dret / Administració i Direcció d'Empreses - Economia (Agrupació de Simultaneïtat),UPF,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,2,2,2,0,0,0,2,0
21104,Dret / Ciència Política i Gestió Pública (Simultaneïtat),UAB,CSJ,0,0,0,0,0,0,0,0,1,2,2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,0
11065,Dret / Ciències Polítiques i de l'Administració (Simultaneïtat),UB,CSJ,0,0,0,0,0,0,0,0,1,2,2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,0
81054,Dret / Ciències Polítiques i de l'Administració (Simultaneïtat),UdG,CSJ,0,0,0,0,0,0,0,0,1,2,2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,0
11088,Dret / Criminologia (Simultaneïtat),UB,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
21108,Dret / Criminologia (Simultaneïtat),UAB,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
81056,Dret / Criminologia (Simultaneïtat),UdG,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
41043,Dret / Criminologia i Polítiques Públiques de Prevenció (Simultaneïtat),UPF,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
11070,Dret / Gestió i Administració Pública (Simultaneïtat),UB,CSJ,0,0,1,0,0,0,0,1,0,2,2,1,0,1,2,1,0,0,0,2,2,1,2,2,0,2,0
21145,Dret / Relacions Internacionals (Simultaneïtat),UAB,CSJ,0,0,1,0,1,0,1,1,1,2,2,1,0,1,2,1,0,0,0,2,2,1,0,1,0,2,0
21109,Dret / Relacions Laborals (Simultaneïtat),UAB,CSJ,0,0,1,0,0,0,0,0,0,2,2,1,0,1,2,1,0,0,0,2,2,0,0,0,0,2,0
71083,Dret / Relacions Laborals i Recursos Humans (Simultaneïtat),URV,CSJ,0,0,1,0,0,0,0,0,0,2,2,1,0,1,2,1,0,0,0,2,2,0,0,0,0,2,0
11103,Economia,UB,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
21070,Economia,UAB,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
21110,Economia (Docència en Anglès),UAB,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
41014,Economia,UPF,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
81016,Economia,UdG,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
71009,Economia,URV,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
81052,Economia / Administració i Direcció d'Empreses (Simultaneïtat),UdG,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
41034,Economia - Administració i Direcció d'Empreses / Dret (Agrupació de Simultaneïtat),UPF,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,2,2,2,0,0,0,2,0
91914,Economia / Estadística (Simultaneïtat),UB/UPC,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
81069,Economia / Filosofia (Simultaneïtat),UdG,CSJ,1,1,2,1,0,0,0,2,2,2,2,0,2,2,2,0,0,2,2,2,0,0,0,2,0,0,0
11013,Educació Infantil,UB,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
21016,Educació Infantil,UAB,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
61011,Educació Infantil,UdL,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
81017,Educació Infantil,UdG,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
71010,Educació Infantil,URV,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
71029,Educació Infantil (Tortosa),URV,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
71034,Educació Infantil (El Vendrell),URV,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
91008,Educació Infantil,UVic-UCC,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
91038,Educació Infantil (Campus Manresa),UVic-UCC,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
11072,Educació Infantil / Educació Primària (5 anys) (Simultaneïtat),UB,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
21111,Educació Infantil / Educació Primària (5 anys) (Simultaneïtat),UAB,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
61037,Educació Infantil / Educació Primària (5 anys) (Simultaneïtat),UdL,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
81049,Educació Infantil / Educació Primària (5 anys) (Simultaneïtat),UdG,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
71050,Educació Infantil / Educació Primària (5 anys) (Simultaneïtat),URV,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
71076,Educació Infantil / Educació Primària (5 anys) (Simultaneïtat),URV,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
91030,Educació Infantil / Educació Primària (Menció en Llengua Anglesa) (5 anys) (Simultaneïtat),UVic-UCC,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
11014,Educació Primària,UB,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
21018,Educació Primària,UAB,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
21102,Educació Primària (Docència en Anglès),UAB,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
61072,Educació Primària (modalitat bilingüe),UdL,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
61073,Educació Primària (modalitat dual),UdL,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
81018,Educació Primària,UdG,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
71011,Educació Primària,URV,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
71033,Educació Primària,URV,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
91009,Educació Primària,UVic-UCC,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
71076,Educació Primària / Educació Infantil (5 anys) (Simultaneïtat),URV,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
91030,Educació Primària / Educació Infantil (Menció en Llengua Anglesa) (5 anys) (Simultaneïtat),UVic-UCC,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
61038,Educació Primària / Ciències de l'Activitat Física i de l'Esport (Simultaneïtat),UdL,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
91055,Educació Primària (Menció en Educació Física) / Ciències de l'Activitat Física i de l'Esport (Simultaneïtat),UVic-UCC,CS,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
11072,Educació Primària / Educació Infantil (5 anys) (Simultaneïtat),UB,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
21111,Educació Primària / Educació Infantil (5 anys) (Simultaneïtat),UAB,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
61037,Educació Primària / Educació Infantil (5 anys) (Simultaneïtat),UdL,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
81049,Educació Primària / Educació Infantil (5 anys) (Simultaneïtat),UdG,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
71050,Educació Primària / Educació Infantil (5 anys) (Simultaneïtat),URV,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
11015,Educació Social,UB,CSJ,2,2,0,2,0,0,0,0,1,2,2,0,2,2,2,0,0,0,2,2,2,0,0,1,0,1,0
21019,Educació Social,UAB,CSJ,2,2,0,2,0,0,0,0,1,2,2,0,2,2,2,0,0,0,2,2,2,0,0,1,0,1,0
61013,Educació Social,UdL,CSJ,2,2,0,2,0,0,0,0,1,2,2,0,2,2,2,0,0,0,2,2,2,0,0,1,0,1,0
81019,Educació Social,UdG,CSJ,2,2,0,2,0,0,0,0,1,2,2,0,2,2,2,0,0,0,2,2,2,0,0,1,0,1,0
71012,Educació Social,URV,CSJ,2,2,0,2,0,0,0,0,1,2,2,0,2,2,2,0,0,0,2,2,2,0,0,1,0,1,0
91010,Educació Social,UVic-UCC,CSJ,2,2,0,2,0,0,0,0,1,2,2,0,2,2,2,0,0,0,2,2,2,0,0,1,0,1,0
11073,Empresa Internacional (Docència en Anglès),UB,CSJ,0,0,1,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,0,2,2,1,0,0,0,2,0
21087,Empresa i Tecnologia,UAB,CSJ,0,0,1,1,0,0,0,1,0,2,2,0,0,0,2,0,0,0,0,2,2,1,0,0,0,2,0
31125,Empresa Innovació i Tecnologia "EUNCET" (Campus 22@) (semipresencial),UPC,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
31126,Empresa Innovació i Tecnologia "EUNCET" (Campus 22@),UPC,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
31127,Empresa Innovació i Tecnologia "EUNCET" (Campus Terrassa) (semipresencial),UPC,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
31128,Empresa Innovació i Tecnologia "EUNCET" (Campus Terrassa),UPC,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
31129,Empresa Innovació i Tecnologia / Màrqueting Innovació i Tecnologia "EUNCET" (Campus 22@) (simultaneïtat),UPC,CSJ,2,2,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2,0
31130,Empresa Innovació i Tecnologia "EUNCET" / Màrqueting Innovació i Tecnologia "EUNCET" (Campus Terrassa) (simultaneïtat),UPC,CSJ,2,2,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2,0
61006,Enginyeria Agrària i Alimentària,UdL,EA,0,0,2,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
81032,Enginyeria Agroalimentària,UdG,EA,0,0,2,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
31004,Enginyeria Alimentària,UPC,EA,0,0,2,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
31100,Enginyeria Ambiental,UPC,EA,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
11059,Enginyeria Biomèdica,UB,EA,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
31051,Enginyeria Biomèdica,UPC,EA,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
41033,Enginyeria Biomèdica,UPF,EA,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
81063,Enginyeria Biomèdica,UdG,EA,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
71064,Enginyeria Biomèdica,URV,EA,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
71070,Enginyeria Biomèdica / Enginyeria de Sistemes i Serveis de Telecomunicacions (Simultaneïtat),URV,EA,0,0,2,0,0,1,1,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
31103,Enginyeria Civil,UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
31113,Enginyeria Civil Grau en + Màster Universitari en Enginyeria de Camins Canals i Ports (PARS: Enginyer/a de Camins Canals i Ports),UPC,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
31091,Enginyeria d'Automoció (Campus Manresa),UPC,EA,0,0,1,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
21132,Enginyeria d'Automoció "EU Salesiana de Sarrià",UAB,EA,0,0,1,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
71061,Enginyeria de Bioprocessos Alimentaris,URV,EA,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
31097,Enginyeria de Ciències Agronòmiques,UPC,EA,0,0,2,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
21118,Enginyeria de Dades,UAB,EA,0,0,2,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
91057,Enginyeria de Disseny Industrial "Elisava",UVic-UCC,EA,0,0,0,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0,0
31006,Enginyeria de Disseny Industrial i Desenvolupament del Producte (Vilanova i la Geltrú),UPC,EA,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
31022,Enginyeria de Disseny Industrial i Desenvolupament del Producte (Terrassa),UPC,EA,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
91051,Enginyeria de l'Automoció,UVic-UCC,EA,0,0,1,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
